[2026-03-12 11:14:45] OK: XOM 155.0C | Now:5.25 | HW:5.25 | Stop:3.67
[2026-03-12 11:28:14] OK: DVN 45.0C | Now:2.87 | HW:2.87 | Stop:2.01
[2026-03-12 11:28:16] OK: LUNR 19.0C | Now:3.08 | HW:3.17 | Stop:2.22
[2026-03-12 11:28:20] OK: RIVN 17.5C | Now:0.23 | HW:0.23 | Stop:0.16
[2026-03-12 11:28:22] OK: FANG 180.0C | Now:8.60 | HW:8.60 | Stop:6.02
[2026-03-12 11:28:24] OK: GME 26.0C | Now:0.18 | HW:0.18 | Stop:0.13
[2026-03-12 11:28:26] OK: MSFT 385.0P | Now:3.04 | HW:3.04 | Stop:2.13
[2026-03-12 11:28:28] OK: GDX 103.0C | Now:7.22 | HW:7.77 | Stop:5.44
[2026-03-12 11:28:30] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.26
[2026-03-12 11:28:30] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 11:31:03] OK: XOM 155.0C | Now:5.62 | HW:5.62 | Stop:3.94
[2026-03-12 11:31:05] OK: BKSY 25.0C | Now:4.20 | HW:4.20 | Stop:2.94
[2026-03-12 11:31:07] OK: CVX 190.0C | Now:10.85 | HW:10.88 | Stop:7.61
[2026-03-12 11:31:09] OK: AG 26.0C | Now:4.43 | HW:4.55 | Stop:3.19
[2026-03-12 11:31:11] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 11:31:13] OK: RKLB 70.0P | Now:10.88 | HW:10.93 | Stop:7.65
[2026-03-12 11:31:15] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 11:31:17] OK: AAPL 250.0P | Now:3.70 | HW:3.80 | Stop:2.66
[2026-03-12 11:31:19] OK: GLD 485.0C | Now:17.17 | HW:17.88 | Stop:12.51
[2026-03-12 11:31:21] OK: DVN 45.0C | Now:2.92 | HW:2.92 | Stop:2.04
[2026-03-12 11:31:23] OK: LUNR 19.0C | Now:3.08 | HW:3.17 | Stop:2.22
[2026-03-12 11:31:27] OK: FANG 180.0C | Now:8.60 | HW:8.60 | Stop:6.02
[2026-03-12 11:31:29] OK: RIVN 17.5C | Now:0.23 | HW:0.23 | Stop:0.16
[2026-03-12 11:31:31] OK: GME 26.0C | Now:0.18 | HW:0.18 | Stop:0.13
[2026-03-12 11:31:33] OK: MSFT 385.0P | Now:3.03 | HW:3.04 | Stop:2.13
[2026-03-12 11:31:35] OK: GDX 103.0C | Now:7.22 | HW:7.77 | Stop:5.44
[2026-03-12 11:31:37] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.26
[2026-03-12 11:31:37] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 11:35:03] OK: XOM 155.0C | Now:5.72 | HW:5.72 | Stop:4.01
[2026-03-12 11:35:05] OK: BKSY 25.0C | Now:4.20 | HW:4.20 | Stop:2.94
[2026-03-12 11:35:07] OK: CVX 190.0C | Now:10.93 | HW:10.93 | Stop:7.65
[2026-03-12 11:35:09] OK: AG 26.0C | Now:4.40 | HW:4.55 | Stop:3.19
[2026-03-12 11:35:11] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 11:35:13] OK: RKLB 70.0P | Now:10.88 | HW:10.93 | Stop:7.65
[2026-03-12 11:35:15] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 11:35:17] OK: AAPL 250.0P | Now:3.83 | HW:3.83 | Stop:2.68
[2026-03-12 11:35:19] OK: GLD 485.0C | Now:17.30 | HW:17.88 | Stop:12.51
[2026-03-12 11:35:21] OK: DVN 45.0C | Now:2.92 | HW:2.92 | Stop:2.04
[2026-03-12 11:35:23] OK: LUNR 19.0C | Now:3.08 | HW:3.17 | Stop:2.22
[2026-03-12 11:35:27] OK: FANG 180.0C | Now:8.60 | HW:8.60 | Stop:6.02
[2026-03-12 11:35:29] OK: RIVN 17.5C | Now:0.21 | HW:0.23 | Stop:0.16
[2026-03-12 11:35:31] OK: GME 26.0C | Now:0.18 | HW:0.18 | Stop:0.13
[2026-03-12 11:35:33] OK: MSFT 385.0P | Now:3.02 | HW:3.04 | Stop:2.13
[2026-03-12 11:35:35] OK: GDX 103.0C | Now:7.22 | HW:7.77 | Stop:5.44
[2026-03-12 11:35:37] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.26
[2026-03-12 11:35:37] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 11:40:03] OK: XOM 155.0C | Now:5.92 | HW:5.92 | Stop:4.15
[2026-03-12 11:40:05] OK: BKSY 25.0C | Now:4.20 | HW:4.20 | Stop:2.94
[2026-03-12 11:40:07] OK: CVX 190.0C | Now:11.40 | HW:11.40 | Stop:7.98
[2026-03-12 11:40:09] OK: AG 26.0C | Now:4.40 | HW:4.55 | Stop:3.19
[2026-03-12 11:40:11] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 11:40:13] OK: RKLB 70.0P | Now:10.80 | HW:10.93 | Stop:7.65
[2026-03-12 11:40:15] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 11:40:17] OK: AAPL 250.0P | Now:3.75 | HW:3.83 | Stop:2.68
[2026-03-12 11:40:19] OK: GLD 485.0C | Now:17.40 | HW:17.88 | Stop:12.51
[2026-03-12 11:40:21] OK: DVN 45.0C | Now:2.96 | HW:2.96 | Stop:2.08
[2026-03-12 11:40:23] OK: LUNR 19.0C | Now:3.08 | HW:3.17 | Stop:2.22
[2026-03-12 11:40:27] OK: FANG 180.0C | Now:9.45 | HW:9.45 | Stop:6.61
[2026-03-12 11:40:30] OK: RIVN 17.5C | Now:0.22 | HW:0.23 | Stop:0.16
[2026-03-12 11:40:32] OK: GME 26.0C | Now:0.18 | HW:0.18 | Stop:0.13
[2026-03-12 11:40:34] OK: MSFT 385.0P | Now:2.96 | HW:3.04 | Stop:2.13
[2026-03-12 11:40:36] OK: GDX 103.0C | Now:7.22 | HW:7.77 | Stop:5.44
[2026-03-12 11:40:38] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.26
[2026-03-12 11:40:38] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 11:45:10] OK: XOM 155.0C | Now:5.97 | HW:5.97 | Stop:4.18
[2026-03-12 11:45:12] OK: BKSY 25.0C | Now:4.20 | HW:4.20 | Stop:2.94
[2026-03-12 11:45:14] OK: CVX 190.0C | Now:11.82 | HW:11.82 | Stop:8.28
[2026-03-12 11:45:16] OK: AG 26.0C | Now:4.40 | HW:4.55 | Stop:3.19
[2026-03-12 11:45:18] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 11:45:20] OK: RKLB 70.0P | Now:10.75 | HW:10.93 | Stop:7.65
[2026-03-12 11:45:22] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 11:45:24] OK: AAPL 250.0P | Now:3.60 | HW:3.83 | Stop:2.68
[2026-03-12 11:45:26] OK: GLD 485.0C | Now:17.42 | HW:17.88 | Stop:12.51
[2026-03-12 11:45:28] OK: DVN 45.0C | Now:3.03 | HW:3.03 | Stop:2.12
[2026-03-12 11:45:30] OK: LUNR 19.0C | Now:3.17 | HW:3.17 | Stop:2.22
[2026-03-12 11:45:34] OK: FANG 180.0C | Now:9.70 | HW:9.70 | Stop:6.79
[2026-03-12 11:45:36] OK: RIVN 17.5C | Now:0.23 | HW:0.23 | Stop:0.16
[2026-03-12 11:45:38] OK: GME 26.0C | Now:0.17 | HW:0.18 | Stop:0.13
[2026-03-12 11:45:40] OK: MSFT 385.0P | Now:2.94 | HW:3.04 | Stop:2.13
[2026-03-12 11:45:42] OK: GDX 103.0C | Now:7.22 | HW:7.77 | Stop:5.44
[2026-03-12 11:45:44] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.26
[2026-03-12 11:45:44] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 11:50:03] OK: XOM 155.0C | Now:6.15 | HW:6.15 | Stop:4.30
[2026-03-12 11:50:05] OK: BKSY 25.0C | Now:4.20 | HW:4.20 | Stop:2.94
[2026-03-12 11:50:07] OK: CVX 190.0C | Now:11.98 | HW:11.98 | Stop:8.38
[2026-03-12 11:50:09] OK: AG 26.0C | Now:4.42 | HW:4.55 | Stop:3.19
[2026-03-12 11:50:11] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 11:50:13] OK: RKLB 70.0P | Now:10.75 | HW:10.93 | Stop:7.65
[2026-03-12 11:50:15] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 11:50:17] OK: AAPL 250.0P | Now:3.83 | HW:3.83 | Stop:2.68
[2026-03-12 11:50:19] OK: GLD 485.0C | Now:17.25 | HW:17.88 | Stop:12.51
[2026-03-12 11:50:21] OK: DVN 45.0C | Now:2.98 | HW:3.03 | Stop:2.12
[2026-03-12 11:50:23] OK: LUNR 19.0C | Now:3.17 | HW:3.17 | Stop:2.22
[2026-03-12 11:50:27] OK: FANG 180.0C | Now:9.70 | HW:9.70 | Stop:6.79
[2026-03-12 11:50:29] OK: RIVN 17.5C | Now:0.23 | HW:0.23 | Stop:0.16
[2026-03-12 11:50:31] OK: GME 26.0C | Now:0.18 | HW:0.18 | Stop:0.13
[2026-03-12 11:50:33] OK: MSFT 385.0P | Now:2.90 | HW:3.04 | Stop:2.13
[2026-03-12 11:50:35] OK: GDX 103.0C | Now:7.22 | HW:7.77 | Stop:5.44
[2026-03-12 11:50:37] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.27
[2026-03-12 11:50:37] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 11:55:03] OK: XOM 155.0C | Now:5.85 | HW:6.15 | Stop:4.30
[2026-03-12 11:55:05] OK: BKSY 25.0C | Now:4.20 | HW:4.20 | Stop:2.94
[2026-03-12 11:55:07] OK: CVX 190.0C | Now:12.07 | HW:12.07 | Stop:8.45
[2026-03-12 11:55:09] OK: AG 26.0C | Now:4.45 | HW:4.55 | Stop:3.19
[2026-03-12 11:55:11] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 11:55:13] OK: RKLB 70.0P | Now:10.70 | HW:10.93 | Stop:7.65
[2026-03-12 11:55:15] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 11:55:17] OK: AAPL 250.0P | Now:3.67 | HW:3.83 | Stop:2.68
[2026-03-12 11:55:19] OK: GLD 485.0C | Now:17.48 | HW:17.88 | Stop:12.51
[2026-03-12 11:55:21] OK: DVN 45.0C | Now:2.94 | HW:3.03 | Stop:2.12
[2026-03-12 11:55:23] OK: LUNR 19.0C | Now:3.17 | HW:3.17 | Stop:2.22
[2026-03-12 11:55:27] OK: FANG 180.0C | Now:9.50 | HW:9.70 | Stop:6.79
[2026-03-12 11:55:29] OK: RIVN 17.5C | Now:0.24 | HW:0.24 | Stop:0.17
[2026-03-12 11:55:31] OK: GME 26.0C | Now:0.18 | HW:0.18 | Stop:0.13
[2026-03-12 11:55:33] OK: MSFT 385.0P | Now:2.65 | HW:3.04 | Stop:2.13
[2026-03-12 11:55:35] OK: GDX 103.0C | Now:7.22 | HW:7.77 | Stop:5.44
[2026-03-12 11:55:37] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.27
[2026-03-12 11:55:37] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 12:00:04] OK: XOM 155.0C | Now:5.92 | HW:6.15 | Stop:4.30
[2026-03-12 12:00:06] OK: BKSY 25.0C | Now:4.25 | HW:4.25 | Stop:2.97
[2026-03-12 12:00:08] OK: CVX 190.0C | Now:12.15 | HW:12.15 | Stop:8.50
[2026-03-12 12:00:10] OK: AG 26.0C | Now:4.47 | HW:4.55 | Stop:3.19
[2026-03-12 12:00:12] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 12:00:14] OK: RKLB 70.0P | Now:10.50 | HW:10.93 | Stop:7.65
[2026-03-12 12:00:16] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 12:00:18] OK: AAPL 250.0P | Now:3.55 | HW:3.83 | Stop:2.68
[2026-03-12 12:00:20] OK: GLD 485.0C | Now:17.42 | HW:17.88 | Stop:12.51
[2026-03-12 12:00:22] OK: DVN 45.0C | Now:2.85 | HW:3.03 | Stop:2.12
[2026-03-12 12:00:24] OK: LUNR 19.0C | Now:3.17 | HW:3.17 | Stop:2.22
[2026-03-12 12:00:28] OK: FANG 180.0C | Now:9.50 | HW:9.70 | Stop:6.79
[2026-03-12 12:00:30] OK: RIVN 17.5C | Now:0.24 | HW:0.24 | Stop:0.17
[2026-03-12 12:00:32] OK: GME 26.0C | Now:0.19 | HW:0.19 | Stop:0.13
[2026-03-12 12:00:34] OK: MSFT 385.0P | Now:2.72 | HW:3.04 | Stop:2.13
[2026-03-12 12:00:36] OK: GDX 103.0C | Now:7.18 | HW:7.77 | Stop:5.44
[2026-03-12 12:00:38] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.27
[2026-03-12 12:00:38] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 12:05:03] OK: XOM 155.0C | Now:5.90 | HW:6.15 | Stop:4.30
[2026-03-12 12:05:05] OK: BKSY 25.0C | Now:4.50 | HW:4.50 | Stop:3.15
[2026-03-12 12:05:07] OK: CVX 190.0C | Now:12.18 | HW:12.18 | Stop:8.52
[2026-03-12 12:05:09] OK: AG 26.0C | Now:4.50 | HW:4.55 | Stop:3.19
[2026-03-12 12:05:11] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 12:05:13] OK: RKLB 70.0P | Now:10.30 | HW:10.93 | Stop:7.65
[2026-03-12 12:05:15] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 12:05:17] OK: AAPL 250.0P | Now:3.60 | HW:3.83 | Stop:2.68
[2026-03-12 12:05:19] OK: GLD 485.0C | Now:17.25 | HW:17.88 | Stop:12.51
[2026-03-12 12:05:21] OK: DVN 45.0C | Now:2.86 | HW:3.03 | Stop:2.12
[2026-03-12 12:05:23] OK: LUNR 19.0C | Now:3.17 | HW:3.17 | Stop:2.22
[2026-03-12 12:05:27] OK: FANG 180.0C | Now:9.35 | HW:9.70 | Stop:6.79
[2026-03-12 12:05:29] OK: RIVN 17.5C | Now:0.21 | HW:0.24 | Stop:0.17
[2026-03-12 12:05:31] OK: GME 26.0C | Now:0.18 | HW:0.19 | Stop:0.13
[2026-03-12 12:05:33] OK: MSFT 385.0P | Now:2.81 | HW:3.04 | Stop:2.13
[2026-03-12 12:05:35] OK: GDX 103.0C | Now:7.18 | HW:7.77 | Stop:5.44
[2026-03-12 12:05:37] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.27
[2026-03-12 12:05:37] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 12:10:02] OK: XOM 155.0C | Now:6.03 | HW:6.15 | Stop:4.30
[2026-03-12 12:10:04] OK: BKSY 25.0C | Now:4.50 | HW:4.50 | Stop:3.15
[2026-03-12 12:10:06] OK: CVX 190.0C | Now:12.30 | HW:12.30 | Stop:8.61
[2026-03-12 12:10:08] OK: AG 26.0C | Now:4.53 | HW:4.55 | Stop:3.19
[2026-03-12 12:10:10] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 12:10:12] OK: RKLB 70.0P | Now:10.32 | HW:10.93 | Stop:7.65
[2026-03-12 12:10:14] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 12:10:16] OK: AAPL 250.0P | Now:3.60 | HW:3.83 | Stop:2.68
[2026-03-12 12:10:18] OK: GLD 485.0C | Now:17.42 | HW:17.88 | Stop:12.51
[2026-03-12 12:10:20] OK: DVN 45.0C | Now:2.88 | HW:3.03 | Stop:2.12
[2026-03-12 12:10:22] OK: LUNR 19.0C | Now:3.17 | HW:3.17 | Stop:2.22
[2026-03-12 12:10:27] OK: FANG 180.0C | Now:9.25 | HW:9.70 | Stop:6.79
[2026-03-12 12:10:29] OK: RIVN 17.5C | Now:0.22 | HW:0.24 | Stop:0.17
[2026-03-12 12:10:31] OK: GME 26.0C | Now:0.18 | HW:0.19 | Stop:0.13
[2026-03-12 12:10:33] OK: MSFT 385.0P | Now:2.74 | HW:3.04 | Stop:2.13
[2026-03-12 12:10:35] OK: GDX 103.0C | Now:7.18 | HW:7.77 | Stop:5.44
[2026-03-12 12:10:37] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.27
[2026-03-12 12:10:37] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 12:15:04] OK: XOM 155.0C | Now:5.95 | HW:6.15 | Stop:4.30
[2026-03-12 12:15:06] OK: BKSY 25.0C | Now:4.45 | HW:4.50 | Stop:3.15
[2026-03-12 12:15:08] OK: CVX 190.0C | Now:12.30 | HW:12.30 | Stop:8.61
[2026-03-12 12:15:10] OK: AG 26.0C | Now:4.53 | HW:4.55 | Stop:3.19
[2026-03-12 12:15:12] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 12:15:14] OK: RKLB 70.0P | Now:10.35 | HW:10.93 | Stop:7.65
[2026-03-12 12:15:16] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 12:15:18] OK: AAPL 250.0P | Now:3.65 | HW:3.83 | Stop:2.68
[2026-03-12 12:15:20] OK: GLD 485.0C | Now:17.38 | HW:17.88 | Stop:12.51
[2026-03-12 12:15:22] OK: DVN 45.0C | Now:2.87 | HW:3.03 | Stop:2.12
[2026-03-12 12:15:24] OK: LUNR 19.0C | Now:3.17 | HW:3.17 | Stop:2.22
[2026-03-12 12:15:28] OK: FANG 180.0C | Now:9.15 | HW:9.70 | Stop:6.79
[2026-03-12 12:15:30] OK: RIVN 17.5C | Now:0.21 | HW:0.24 | Stop:0.17
[2026-03-12 12:15:32] OK: GME 26.0C | Now:0.18 | HW:0.19 | Stop:0.13
[2026-03-12 12:15:34] OK: MSFT 385.0P | Now:2.75 | HW:3.04 | Stop:2.13
[2026-03-12 12:15:36] OK: GDX 103.0C | Now:7.35 | HW:7.77 | Stop:5.44
[2026-03-12 12:15:38] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.27
[2026-03-12 12:15:38] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 12:20:03] OK: XOM 155.0C | Now:6.25 | HW:6.25 | Stop:4.38
[2026-03-12 12:20:05] OK: BKSY 25.0C | Now:4.50 | HW:4.50 | Stop:3.15
[2026-03-12 12:20:07] OK: CVX 190.0C | Now:12.72 | HW:12.72 | Stop:8.91
[2026-03-12 12:20:09] OK: AG 26.0C | Now:4.53 | HW:4.55 | Stop:3.19
[2026-03-12 12:20:11] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 12:20:13] OK: RKLB 70.0P | Now:10.40 | HW:10.93 | Stop:7.65
[2026-03-12 12:20:15] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 12:20:17] OK: AAPL 250.0P | Now:3.50 | HW:3.83 | Stop:2.68
[2026-03-12 12:20:19] OK: GLD 485.0C | Now:17.38 | HW:17.88 | Stop:12.51
[2026-03-12 12:20:21] OK: DVN 45.0C | Now:2.92 | HW:3.03 | Stop:2.12
[2026-03-12 12:20:23] OK: LUNR 19.0C | Now:3.17 | HW:3.17 | Stop:2.22
[2026-03-12 12:20:27] OK: FANG 180.0C | Now:9.25 | HW:9.70 | Stop:6.79
[2026-03-12 12:20:29] OK: RIVN 17.5C | Now:0.21 | HW:0.24 | Stop:0.17
[2026-03-12 12:20:31] OK: GME 26.0C | Now:0.18 | HW:0.19 | Stop:0.13
[2026-03-12 12:20:33] OK: MSFT 385.0P | Now:2.74 | HW:3.04 | Stop:2.13
[2026-03-12 12:20:35] OK: GDX 103.0C | Now:7.35 | HW:7.77 | Stop:5.44
[2026-03-12 12:20:37] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.27
[2026-03-12 12:20:37] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 12:25:03] OK: XOM 155.0C | Now:6.15 | HW:6.25 | Stop:4.38
[2026-03-12 12:25:05] OK: BKSY 25.0C | Now:4.50 | HW:4.50 | Stop:3.15
[2026-03-12 12:25:07] OK: CVX 190.0C | Now:12.50 | HW:12.72 | Stop:8.91
[2026-03-12 12:25:09] OK: AG 26.0C | Now:4.53 | HW:4.55 | Stop:3.19
[2026-03-12 12:25:11] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 12:25:13] OK: RKLB 70.0P | Now:10.72 | HW:10.93 | Stop:7.65
[2026-03-12 12:25:15] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 12:25:17] OK: AAPL 250.0P | Now:3.62 | HW:3.83 | Stop:2.68
[2026-03-12 12:25:19] OK: GLD 485.0C | Now:17.00 | HW:17.88 | Stop:12.51
[2026-03-12 12:25:21] OK: DVN 45.0C | Now:2.92 | HW:3.03 | Stop:2.12
[2026-03-12 12:25:23] OK: LUNR 19.0C | Now:3.17 | HW:3.17 | Stop:2.22
[2026-03-12 12:25:27] OK: FANG 180.0C | Now:9.30 | HW:9.70 | Stop:6.79
[2026-03-12 12:25:29] OK: RIVN 17.5C | Now:0.20 | HW:0.24 | Stop:0.17
[2026-03-12 12:25:31] OK: GME 26.0C | Now:0.17 | HW:0.19 | Stop:0.13
[2026-03-12 12:25:33] OK: MSFT 385.0P | Now:2.98 | HW:3.04 | Stop:2.13
[2026-03-12 12:25:35] OK: GDX 103.0C | Now:7.35 | HW:7.77 | Stop:5.44
[2026-03-12 12:25:37] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.27
[2026-03-12 12:25:37] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 12:30:05] OK: XOM 155.0C | Now:6.17 | HW:6.25 | Stop:4.38
[2026-03-12 12:30:07] OK: BKSY 25.0C | Now:4.50 | HW:4.50 | Stop:3.15
[2026-03-12 12:30:09] OK: CVX 190.0C | Now:12.73 | HW:12.73 | Stop:8.91
[2026-03-12 12:30:11] OK: AG 26.0C | Now:4.53 | HW:4.55 | Stop:3.19
[2026-03-12 12:30:13] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 12:30:15] OK: RKLB 70.0P | Now:10.72 | HW:10.93 | Stop:7.65
[2026-03-12 12:30:17] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 12:30:19] OK: AAPL 250.0P | Now:3.50 | HW:3.83 | Stop:2.68
[2026-03-12 12:30:21] OK: GLD 485.0C | Now:17.02 | HW:17.88 | Stop:12.51
[2026-03-12 12:30:23] OK: DVN 45.0C | Now:2.92 | HW:3.03 | Stop:2.12
[2026-03-12 12:30:25] OK: LUNR 19.0C | Now:3.17 | HW:3.17 | Stop:2.22
[2026-03-12 12:30:29] OK: FANG 180.0C | Now:9.30 | HW:9.70 | Stop:6.79
[2026-03-12 12:30:31] OK: RIVN 17.5C | Now:0.19 | HW:0.24 | Stop:0.17
[2026-03-12 12:30:33] OK: GME 26.0C | Now:0.17 | HW:0.19 | Stop:0.13
[2026-03-12 12:30:35] OK: MSFT 385.0P | Now:2.83 | HW:3.04 | Stop:2.13
[2026-03-12 12:30:37] OK: GDX 103.0C | Now:7.35 | HW:7.77 | Stop:5.44
[2026-03-12 12:30:39] OK: LCID 11.0C | Now:0.38 | HW:0.38 | Stop:0.27
[2026-03-12 12:30:39] All positions within stop limits. Monitoring 18 software stops.
[2026-03-12 12:35:03] OK: XOM 155.0C | Now:6.25 | HW:6.25 | Stop:4.38
[2026-03-12 12:35:05] OK: BKSY 25.0C | Now:4.50 | HW:4.50 | Stop:3.15
[2026-03-12 12:35:07] OK: CVX 190.0C | Now:12.75 | HW:12.75 | Stop:8.92
[2026-03-12 12:35:09] OK: AG 26.0C | Now:4.55 | HW:4.55 | Stop:3.19
[2026-03-12 12:35:11] OK: DNA 6.0P | Now:1.27 | HW:1.27 | Stop:0.89
[2026-03-12 12:35:13] OK: RKLB 70.0P | Now:10.72 | HW:10.93 | Stop:7.65
[2026-03-12 12:35:15] OK: GOLD 50.0C | Now:5.30 | HW:5.30 | Stop:3.71
[2026-03-12 12:35:17] OK: AAPL 250.0P | Now:3.42 | HW:3.83 | Stop:2.68
[2026-03-12 12:35:19] OK: OXY 60.0C | Now:2.69 | HW:2.69 | Stop:1.88
[2026-03-12 12:35:21] OK: GLD 485.0C | Now:17.12 | HW:17.88 | Stop:12.51
